Instance,MainTasks,sublists_to_modify,consecutive_to_remove,threshold,TotalProfit,WaitingTime,TotalTasks,Iterations,RunTime,TimeLimit
7_2_1,True,2,3,3,748,7321.0,267,3,7.3955,2
7_2_1,True,5,3,3,748,6613.0,267,3,7.5926,2
7_5_1,False,2,3,3,2004,7812.0,777,2,27.1691,2
7_5_1,False,5,3,3,1996,10403.0,772,2,32.2811,2
