Iteration,RunTime,Profit
0,0.0,1966
1,24.539052963256836,1997
2,27.256449937820435,2000
3,28.903366088867188,2001
4,30.107731103897095,2001
5,31.18921995162964,2001
6,33.41480898857117,2004
7,34.63629198074341,2005
8,37.05051302909851,2007
9,38.36115121841431,2007
10,40.48576617240906,2009
11,41.96740388870239,2009
12,43.08114194869995,2010
13,44.0619580745697,2010
14,45.93703103065491,2011
15,47.151813983917236,2012
16,47.93998193740845,2012
17,48.802534103393555,2012
18,49.821727991104126,2012
19,51.84296488761902,2014
20,54.60843110084534,2014
21,56.98366618156433,2014
22,57.82303714752197,2014
23,60.51585507392883,2016
24,61.422975301742554,2016
25,62.39469504356384,2017
26,63.320066928863525,2017
27,64.61191391944885,2017
28,65.45273113250732,2017
29,66.4493522644043,2018
30,67.26809120178223,2018
31,68.1358711719513,2018
32,69.03479218482971,2018
33,70.83793091773987,2018
34,72.45785427093506,2018
35,73.70086216926575,2018
36,74.92477011680603,2018
37,75.75037407875061,2019
38,79.66893196105957,2019
39,81.02978706359863,2019
40,82.22437715530396,2019
41,83.07126593589783,2019
42,83.92591714859009,2019
43,85.27356314659119,2019
44,86.55594611167908,2019
45,87.57187604904175,2019
46,88.47753405570984,2019
47,89.63261103630066,2020
48,90.71411609649658,2020
49,91.53567004203796,2020
50,92.6547429561615,2020
51,93.846675157547,2020
52,94.78664708137512,2020
53,96.12418293952942,2021
54,96.94648694992065,2021
55,97.84203004837036,2021
56,101.16017293930054,2021
57,102.1628258228302,2021
58,104.5191400051117,2021
59,105.59369421005249,2021
60,106.91401100158691,2022
61,108.04854393005371,2022
62,108.88591623306274,2022
63,109.96271824836731,2022
64,110.97654223442078,2022
65,112.12980604171753,2022
66,113.30224204063416,2022
67,114.3087170124054,2023
68,115.30685901641846,2023
69,116.45030498504639,2023
70,117.36089205741882,2024
71,118.40707397460938,2024
72,119.42275595664978,2024
73,120.35600519180298,2024
74,121.635977268219,2024
75,122.88847303390503,2024
76,124.54337501525879,2024
77,125.61272311210632,2024
78,126.44660115242004,2025
79,130.51365303993225,2025
80,134.13859701156616,2026
81,135.45105409622192,2026
82,139.06009101867676,2026
83,140.41346096992493,2026
84,141.4674711227417,2026
85,142.55675792694092,2026
86,143.74216103553772,2026
87,144.7377531528473,2026
88,145.64031410217285,2027
89,146.975252866745,2027
90,148.17182898521423,2027
91,149.229562997818,2029
92,150.29620814323425,2029
93,154.6886920928955,2030
94,155.61621594429016,2030
95,156.91483616828918,2030
96,157.89105010032654,2030
97,158.90584206581116,2031
98,160.08368301391602,2031
99,161.09408617019653,2031
100,162.08397507667542,2031
101,163.4216320514679,2031
102,164.2903699874878,2031
103,165.21228504180908,2031
104,166.1729130744934,2031
105,167.04805207252502,2031
106,167.98651909828186,2031
107,169.4944031238556,2031
108,170.61634922027588,2031
109,171.83412194252014,2031
110,172.7270200252533,2031
111,173.6477129459381,2031
112,177.43445801734924,2031
113,178.35778713226318,2031
114,179.35027813911438,2031
115,180.29062914848328,2032
116,181.36337089538574,2032
117,182.77687120437622,2032
118,183.85665917396545,2032
119,184.76473593711853,2032
120,186.01639604568481,2032
121,186.92244505882263,2032
122,187.9549171924591,2032
123,188.80130410194397,2032
124,189.82779097557068,2032
125,190.7157769203186,2032
126,191.75710725784302,2032
127,195.09920191764832,2032
128,196.11591696739197,2032
129,196.99599409103394,2032
130,198.0896282196045,2032
131,198.92819595336914,2032
132,200.11938500404358,2032
133,201.3452250957489,2032
134,202.47508716583252,2033
135,203.40763998031616,2033
136,204.4984791278839,2033
137,205.54289603233337,2033
138,206.4895679950714,2033
139,207.65603184700012,2033
140,208.66714310646057,2033
141,209.6049120426178,2033
142,210.75989818572998,2033
143,211.61831998825073,2033
144,212.55236220359802,2033
145,213.4859549999237,2033
146,214.73796010017395,2033
147,215.88239812850952,2033
148,216.85068798065186,2033
149,218.03472805023193,2033
150,221.4671540260315,2033
151,222.6385691165924,2033
152,223.9214849472046,2033
153,224.82322716712952,2033
154,225.89242100715637,2033
155,226.94142413139343,2033
156,227.88535594940186,2033
157,229.11431694030762,2033
158,230.1205859184265,2033
159,231.22400307655334,2033
160,232.26896500587463,2033
161,233.57552003860474,2034
162,234.4447100162506,2034
163,235.35943508148193,2034
164,239.07196521759033,2034
165,239.93770694732666,2034
166,240.88888597488403,2034
167,241.8175880908966,2034
168,242.74753093719482,2034
169,243.80888414382935,2034
170,244.7688000202179,2034
171,245.88770604133606,2035
172,246.69510221481323,2035
173,247.81610417366028,2035
174,248.7209460735321,2035
175,249.79145407676697,2036
176,251.13641810417175,2036
177,252.04519391059875,2036
178,252.9483151435852,2036
179,253.82908725738525,2036
180,254.97187495231628,2036
181,255.92893886566162,2036
182,256.8409562110901,2036
183,257.7714641094208,2036
184,258.6340551376343,2036
185,259.6035370826721,2036
186,260.5157322883606,2036
187,261.5648469924927,2036
188,262.46049308776855,2036
189,263.4002730846405,2036
190,264.3362011909485,2036
191,265.2470440864563,2036
192,266.2249131202698,2036
193,267.14075112342834,2036
194,268.2354140281677,2037
195,269.36742329597473,2037
196,270.4073100090027,2037
197,271.5637149810791,2037
198,272.5028500556946,2037
199,273.7304711341858,2037
200,274.6290171146393,2037
201,276.00110721588135,2037
202,276.99962997436523,2037
203,280.2012152671814,2037
204,281.1153609752655,2037
205,282.08729791641235,2037
206,285.61316299438477,2037
207,286.68333625793457,2037
208,287.6016170978546,2037
209,288.60761427879333,2037
210,289.56900215148926,2037
211,290.5037889480591,2037
212,291.41974902153015,2037
213,292.3805811405182,2037
214,293.4595880508423,2037
215,294.5678360462189,2037
216,295.38207602500916,2037
217,296.49879813194275,2037
218,297.4386112689972,2037
219,298.4270272254944,2037
220,299.61524295806885,2037
221,300.6088008880615,2037
222,301.5634820461273,2037
223,302.4916431903839,2037
224,303.322879076004,2037
225,304.32732105255127,2037
226,305.2609598636627,2037
227,306.1608681678772,2037
228,307.14601016044617,2037
229,308.14086389541626,2037
230,309.27518105506897,2037
231,310.2823030948639,2037
232,313.54215002059937,2037
233,314.5579090118408,2037
234,315.63072991371155,2037
235,316.62351417541504,2037
236,317.4689619541168,2037
237,318.40905809402466,2037
238,319.32451820373535,2037
239,320.2843110561371,2037
240,321.31452107429504,2037
241,322.2468340396881,2037
242,323.19743299484253,2037
243,324.01380920410156,2037
244,325.17680191993713,2037
245,328.36329913139343,2037
246,329.3420741558075,2037
247,330.4371750354767,2037
248,331.58453702926636,2037
249,332.5911509990692,2037
250,333.569678068161,2037
251,334.61069798469543,2037
252,335.45741987228394,2037
253,336.3708279132843,2037
254,337.4417850971222,2037
255,338.5949459075928,2037
256,339.67169404029846,2037
257,340.625431060791,2037
258,341.5635039806366,2037
259,342.5587408542633,2037
260,343.5865309238434,2037
261,344.6204741001129,2037
262,345.99767422676086,2037
263,347.3012361526489,2037
264,348.16687417030334,2037
265,349.0711860656738,2037
266,350.06686210632324,2037
267,350.85582208633423,2037
268,352.11262607574463,2037
269,353.06906509399414,2037
270,354.1606330871582,2037
271,355.6366341114044,2037
272,356.72355604171753,2037
273,357.87471413612366,2037
274,359.00993824005127,2038
275,360.0139491558075,2038
276,361.1054630279541,2038
277,362.2488980293274,2038
278,363.23670506477356,2038
279,364.26532220840454,2038
280,365.33395409584045,2038
281,366.4463860988617,2038
282,367.4939832687378,2038
283,368.5953781604767,2039
284,369.64858889579773,2039
285,370.701936006546,2039
286,371.876718044281,2039
287,372.9141149520874,2039
288,373.902400970459,2039
289,374.8527841567993,2039
290,375.90900802612305,2039
291,376.7853820323944,2039
292,377.84857416152954,2039
293,378.8919241428375,2039
294,380.23308515548706,2039
295,381.11704897880554,2039
296,382.23739314079285,2039
297,383.3009650707245,2039
298,384.4656271934509,2039
299,385.4994821548462,2039
300,386.5083408355713,2039
301,387.39427304267883,2039
302,388.3811309337616,2039
303,389.3827519416809,2039
304,390.4302999973297,2039
305,391.3277471065521,2039
306,392.323753118515,2039
307,393.2407829761505,2039
308,394.3012411594391,2039
309,395.2202842235565,2039
310,396.3130600452423,2039
311,397.3501479625702,2039
312,398.43196201324463,2039
313,399.5801651477814,2039
314,400.4853000640869,2039
315,401.5421459674835,2039
316,402.63955307006836,2040
317,403.6641671657562,2040
318,404.7280161380768,2040
319,405.6465320587158,2040
320,406.7316153049469,2040
321,407.77498412132263,2040
322,408.9789869785309,2040
323,409.977322101593,2040
324,410.9221422672272,2040
325,412.3628032207489,2040
326,413.3644771575928,2040
327,414.2936100959778,2040
328,415.3384201526642,2040
329,416.33822894096375,2040
330,417.2286629676819,2040
331,418.2204442024231,2040
332,419.27567195892334,2040
333,420.1430780887604,2040
334,421.1839048862457,2040
335,422.29207491874695,2040
336,423.0348961353302,2040
337,424.0625309944153,2040
338,425.16814708709717,2040
339,429.0448911190033,2041
340,430.09787607192993,2041
341,430.9727511405945,2041
342,431.96850204467773,2041
343,432.84756112098694,2041
344,433.8583540916443,2041
345,434.6999480724335,2041
346,435.84054589271545,2041
347,436.89664006233215,2041
348,437.7462329864502,2041
349,438.73745608329773,2041
350,439.80441999435425,2041
351,440.6807310581207,2041
352,441.72874307632446,2041
353,445.6798131465912,2041
354,449.33537101745605,2041
355,450.2579560279846,2041
356,451.31414794921875,2041
357,452.419949054718,2041
358,453.29842805862427,2041
359,454.5041720867157,2041
360,455.53982520103455,2041
361,456.4369390010834,2041
362,457.4515540599823,2041
363,458.3634910583496,2041
364,459.414546251297,2041
365,460.32792806625366,2041
366,461.3594169616699,2041
367,462.22564125061035,2041
368,463.27122497558594,2041
369,464.1656060218811,2041
370,465.27981305122375,2041
371,466.2878921031952,2041
372,467.38645911216736,2041
373,468.443124294281,2041
374,469.30076789855957,2041
375,470.1975169181824,2041
376,471.2088871002197,2041
377,472.10017919540405,2041
378,472.9908800125122,2041
379,474.00067615509033,2041
380,474.8758990764618,2041
381,475.90477204322815,2041
382,477.15373611450195,2041
383,478.649090051651,2041
384,479.54387307167053,2041
385,480.6064350605011,2041
386,481.55415320396423,2041
387,485.4655110836029,2041
388,486.5207579135895,2041
389,487.4361939430237,2041
390,488.5000491142273,2041
391,489.3772430419922,2041
392,490.3794569969177,2041
393,491.32668805122375,2041
394,492.3953330516815,2041
395,493.2820870876312,2041
396,494.2658541202545,2041
397,495.5394060611725,2041
398,496.4366409778595,2041
399,497.4960539340973,2041
400,498.65763306617737,2041
401,499.5646572113037,2041
402,500.6678602695465,2041
403,501.60108709335327,2041
404,502.64836287498474,2041
405,503.80160188674927,2041
406,504.7059931755066,2041
407,505.81968808174133,2041
408,509.7813460826874,2041
409,510.67023396492004,2041
410,511.723993062973,2041
411,512.6100971698761,2041
412,513.6716101169586,2041
413,514.6971292495728,2041
414,515.7939519882202,2041
415,516.7193059921265,2041
416,517.8494391441345,2041
417,518.7230281829834,2041
418,519.8914260864258,2041
419,520.9875891208649,2041
420,521.930948972702,2041
421,523.0365221500397,2041
422,523.937949180603,2041
423,524.8257009983063,2041
424,525.902016878128,2041
425,526.8050880432129,2041
426,527.8350620269775,2041
427,529.0274941921234,2041
428,529.9396080970764,2041
429,531.0942480564117,2041
430,531.9619529247284,2041
431,532.873770236969,2041
432,533.9350640773773,2041
433,534.8810129165649,2041
434,535.9758050441742,2041
435,536.8460760116577,2041
436,537.7305262088776,2041
437,538.8652808666229,2041
438,540.0255489349365,2041
439,540.9097902774811,2041
440,542.1016218662262,2041
441,543.2934460639954,2041
442,544.2494089603424,2041
443,545.3352401256561,2041
444,546.2389731407166,2041
445,547.458074092865,2041
446,548.5388069152832,2041
447,549.7237141132355,2041
448,550.6912460327148,2041
449,551.8476049900055,2041
450,552.7815778255463,2041
451,553.7618870735168,2041
452,555.0181579589844,2041
453,556.4361290931702,2041
454,557.359423160553,2041
455,558.2302289009094,2041
456,559.3782429695129,2042
457,560.3014190196991,2042
458,561.1868042945862,2042
459,562.243271112442,2042
460,563.1271920204163,2042
461,564.3288481235504,2043
462,565.2292411327362,2043
463,566.3043911457062,2043
464,567.1671640872955,2043
465,568.0825650691986,2043
466,568.9693439006805,2043
467,569.9860332012177,2043
468,570.8958859443665,2043
469,571.8444771766663,2043
470,573.0224192142487,2043
471,573.9050240516663,2043
472,574.9789271354675,2043
473,575.9271779060364,2043
474,577.0230891704559,2043
475,577.9337801933289,2043
476,579.0231370925903,2043
477,579.9181711673737,2043
478,581.0708150863647,2043
479,582.0726308822632,2043
480,583.1126971244812,2043
481,583.9948000907898,2043
482,584.8589010238647,2043
483,585.7535920143127,2043
484,586.6297450065613,2043
485,587.7309501171112,2043
486,588.6223678588867,2043
487,589.540125131607,2043
488,590.6502561569214,2043
489,591.6567389965057,2043
490,592.5577352046967,2043
491,593.6395969390869,2043
492,594.5387539863586,2043
493,595.616201877594,2043
494,596.524160861969,2043
495,597.4382178783417,2043
496,598.368705034256,2043
497,599.2834632396698,2043
498,600.3926780223846,2043
499,601.3184361457825,2043
500,602.279844045639,2043
501,603.3908112049103,2043
502,604.2736632823944,2043
503,605.2641170024872,2043
504,606.2084209918976,2043
505,607.3364970684052,2043
506,608.2746970653534,2043
507,609.231959104538,2043
508,610.3513782024384,2043
